-------------------------当前TTI1----------------------------------
Id 距离     平均吞吐量     总比特数
2   69.6419    65.6754      4.589
3   37.108    68.2757      4.949
5   69.2315    65.3599      4.729
7   72.2496    67.7412      4.841
8   52.469    65.4636      4.678
10   51.1957    48.0103      3.523
11   33.6155    48.4004      3.627
13   66.7533    51.0487      3.647
14   33.2415    50.4849      3.42
-------------------------当前TTI73----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.0362      4.787
2   69.6419    65.2079      4.65
3   37.108    68.3481      5.018
5   69.2315    64.9239      4.79
7   72.2496    68.2671      4.914
8   52.469    65.4172      4.743
10   51.1957    48.9093      3.58
11   33.6155    49.7604      3.689
13   66.7533    49.4438      3.682
14   33.2415    49.8364      3.464
-------------------------当前TTI74----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.7326      4.849
2   69.6419    65.0871      4.714
3   37.108    68.7133      5.09
5   69.2315    65.2315      4.858
7   72.2496    69.3404      4.993
8   52.469    63.9755      4.794
10   51.1957    47.5184      3.615
11   33.6155    49.3844      3.735
13   66.7533    48.1994      3.719
14   33.2415    52.9528      3.545
-------------------------当前TTI75----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.9593      4.906
2   69.6419    65.4784      4.783
3   37.108    69.042      5.162
5   69.2315    65.7083      4.928
7   72.2496    68.8064      5.057
8   52.469    64.078      4.859
10   51.1957    46.7666      3.655
11   33.6155    49.446      3.785
13   66.7533    48.2795      3.768
14   33.2415    53.4575      3.603
-------------------------当前TTI76----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.4634      4.975
2   69.6419    65.8306      4.852
3   37.108    68.2378      5.223
5   69.2315    66.4375      5.001
7   72.2496    68.5258      5.123
8   52.469    63.5702      4.918
10   51.1957    45.4899      3.689
11   33.6155    49.3014      3.833
13   66.7533    48.2515      3.816
14   33.2415    54.8118      3.67
-------------------------当前TTI77----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.5171      5.04
2   69.6419    65.7475      4.917
3   37.108    68.214      5.291
5   69.2315    66.5938      5.069
7   72.2496    68.7732      5.194
8   52.469    63.2132      4.978
10   51.1957    45.5409      3.735
11   33.6155    47.5713      3.865
13   66.7533    49.1264      3.873
14   33.2415    55.5306      3.732
-------------------------当前TTI78----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.5654      5.105
2   69.6419    67.4728      5
3   37.108    66.4926      5.342
5   69.2315    65.5344      5.125
7   72.2496    70.2959      5.278
8   52.469    62.6919      5.036
10   51.1957    44.9868      3.775
11   33.6155    47.7142      3.914
13   66.7533    48.6138      3.917
14   33.2415    56.4775      3.797
-------------------------当前TTI79----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.5089      5.179
2   69.6419    67.4255      5.067
3   37.108    65.5433      5.399
5   69.2315    67.581      5.211
7   72.2496    71.1663      5.357
8   52.469    59.8227      5.07
10   51.1957    45.8881      3.829
11   33.6155    46.6428      3.951
13   66.7533    49.2524      3.972
14   33.2415    55.9297      3.848
-------------------------当前TTI80----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.158      5.241
2   69.6419    66.783      5.128
3   37.108    66.489      5.474
5   69.2315    66.6229      5.269
7   72.2496    70.7497      5.424
8   52.469    61.1404      5.143
10   51.1957    46.6993      3.883
11   33.6155    47.4785      4.006
13   66.7533    49.4272      4.023
14   33.2415    54.1367      3.886
-------------------------当前TTI81----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.1422      5.306
2   69.6419    67.1047      5.198
3   37.108    66.2401      5.538
5   69.2315    66.9606      5.339
7   72.2496    70.3747      5.491
8   52.469    61.1264      5.204
10   51.1957    47.2294      3.935
11   33.6155    48.6306      4.065
13   66.7533    49.3845      4.072
14   33.2415    52.523      3.924
-------------------------当前TTI82----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.328      5.383
2   69.6419    66.5942      5.26
3   37.108    65.5161      5.597
5   69.2315    66.1645      5.398
7   72.2496    70.9372      5.567
8   52.469    61.3138      5.267
10   51.1957    48.2065      3.992
11   33.6155    49.5675      4.123
13   66.7533    49.9461      4.127
14   33.2415    50.1707      3.953
-------------------------当前TTI83----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.9952      5.466
2   69.6419    67.8348      5.339
3   37.108    62.6645      5.634
5   69.2315    66.148      5.464
7   72.2496    72.2435      5.651
8   52.469    59.9824      5.315
10   51.1957    47.7858      4.036
11   33.6155    50.2108      4.179
13   66.7533    48.9515      4.167
14   33.2415    51.0536      4.012
-------------------------当前TTI84----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.6957      5.531
2   69.6419    70.0513      5.429
3   37.108    60.798      5.678
5   69.2315    67.3332      5.542
7   72.2496    71.6191      5.717
8   52.469    59.3842      5.369
10   51.1957    48.7072      4.093
11   33.6155    48.8897      4.216
13   66.7533    48.2564      4.209
14   33.2415    52.1482      4.074
-------------------------当前TTI85----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8261      5.6
2   69.6419    68.0462      5.479
3   37.108    62.6182      5.757
5   69.2315    64.8999      5.585
7   72.2496    70.8572      5.781
8   52.469    62.6458      5.461
10   51.1957    47.2365      4.127
11   33.6155    48.0007      4.256
13   66.7533    49.7308      4.272
14   33.2415    53.0334      4.135
-------------------------当前TTI86----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.5435      5.665
2   69.6419    66.2416      5.529
3   37.108    64.6564      5.84
5   69.2315    66.1099      5.662
7   72.2496    71.9715      5.863
8   52.469    60.3812      5.501
10   51.1957    48.1129      4.183
11   33.6155    50.2006      4.326
13   66.7533    48.4577      4.309
14   33.2415    51.1301      4.169
-------------------------当前TTI87----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4891      5.722
2   69.6419    66.8174      5.601
3   37.108    65.1908      5.91
5   69.2315    65.4989      5.722
7   72.2496    70.3744      5.919
8   52.469    62.6431      5.584
10   51.1957    47.2016      4.222
11   33.6155    49.2805      4.367
13   66.7533    48.3119      4.356
14   33.2415    53.1171      4.24
-------------------------当前TTI88----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.1402      5.805
2   69.6419    66.4357      5.664
3   37.108    63.8717      5.962
5   69.2315    66.449      5.797
7   72.2496    69.937      5.985
8   52.469    62.1788      5.642
10   51.1957    46.7814      4.265
11   33.6155    48.7525      4.411
13   66.7533    47.5807      4.397
14   33.2415    54.8054      4.31
-------------------------当前TTI89----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3262      5.865
2   69.6419    67.1921      5.738
3   37.108    63.8845      6.026
5   69.2315    67.7041      5.876
7   72.2496    70.3433      6.059
8   52.469    60.5609      5.688
10   51.1957    49.2033      4.336
11   33.6155    48.0772      4.453
13   66.7533    48.9226      4.458
14   33.2415    51.7249      4.334
-------------------------当前TTI90----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.3936      5.953
2   69.6419    66.5729      5.799
3   37.108    62.3961      6.075
5   69.2315    67.5337      5.942
7   72.2496    69.509      6.121
8   52.469    61.6048      5.759
10   51.1957    49.183      4.385
11   33.6155    47.9695      4.5
13   66.7533    49.3303      4.511
14   33.2415    51.4524      4.383
-------------------------当前TTI91----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3542      6.002
2   69.6419    65.5156      5.855
3   37.108    65.5565      6.169
5   69.2315    66.7803      6.002
7   72.2496    69.3581      6.189
8   52.469    62.4443      5.829
10   51.1957    49.5647      4.438
11   33.6155    47.4725      4.543
13   66.7533    49.8973      4.566
14   33.2415    51.0072      4.43
-------------------------当前TTI92----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.3188      6.079
2   69.6419    64.164      5.907
3   37.108    66.0009      6.239
5   69.2315    66.0023      6.061
7   72.2496    67.4223      6.239
8   52.469    65.0999      5.918
10   51.1957    50.5082      4.497
11   33.6155    47.6252      4.592
13   66.7533    49.3076      4.61
14   33.2415    50.5065      4.476
-------------------------当前TTI93----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.4869      6.149
2   69.6419    65.5476      5.985
3   37.108    64.5008      6.29
5   69.2315    66.9021      6.136
7   72.2496    67.1801      6.304
8   52.469    64.4899      5.977
10   51.1957    51.0574      4.553
11   33.6155    48.7627      4.651
13   66.7533    47.6768      4.643
14   33.2415    50.5559      4.527
-------------------------当前TTI94----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.1382      6.214
2   69.6419    64.2928      6.038
3   37.108    66.1507      6.371
5   69.2315    66.3119      6.197
7   72.2496    66.8621      6.368
8   52.469    65.3409      6.05
10   51.1957    50.1517      4.595
11   33.6155    50.4864      4.717
13   66.7533    47.7091      4.691
14   33.2415    49.7003      4.569
-------------------------当前TTI95----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8244      6.279
2   69.6419    65.0635      6.11
3   37.108    65.7356      6.433
5   69.2315    68.3807      6.284
7   72.2496    68.1759      6.448
8   52.469    62.0068      6.082
10   51.1957    49.0365      4.634
11   33.6155    50.6378      4.769
13   66.7533    47.6382      4.738
14   33.2415    50.7303      4.629
-------------------------当前TTI96----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.742      6.336
2   69.6419    63.7572      6.162
3   37.108    68.162      6.523
5   69.2315    68.6426      6.355
7   72.2496    68.0583      6.515
8   52.469    61.8061      6.142
10   51.1957    50.4329      4.697
11   33.6155    52.574      4.839
13   66.7533    45.7744      4.767
14   33.2415    49.2573      4.665
-------------------------当前TTI97----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0678      6.396
2   69.6419    64.3815      6.232
3   37.108    68.1458      6.591
5   69.2315    68.5783      6.423
7   72.2496    68.2525      6.585
8   52.469    61.6255      6.202
10   51.1957    48.6896      4.73
11   33.6155    52.6166      4.892
13   66.7533    45.397      4.809
14   33.2415    51.3316      4.735
-------------------------当前TTI98----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.961      6.461
2   69.6419    63.8434      6.291
3   37.108    68.8312      6.666
5   69.2315    70.0205      6.506
7   72.2496    67.6273      6.647
8   52.469    60.863      6.256
10   51.1957    47.0206      4.762
11   33.6155    50.9549      4.928
13   66.7533    44.6573      4.847
14   33.2415    55.3984      4.827
-------------------------当前TTI99----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.4649      6.522
2   69.6419    64.0591      6.357
